event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
episode,4936.050292250002,888422,5750,0.7097821466666667,100000,886296,2.3663014211803675,2000,2000,0.0,241.047066772626,118.22,101.76,256
env_step,4946.048643208109,890000,5763,0.7092666666666667,100000,887874,2.3372277797311543,2000,2000,,,,,
episode,4973.540771082975,894407,5800,0.7078270466666666,100000,892281,2.38750032530725,2000,2000,0.0,245.16894637874378,119.7,109.44,256
env_step,5007.418049582979,900000,5845,0.706,100000,897874,2.4748645620197056,2000,2000,,,,,
greedy_eval,5007.419245416997,900000,5845,0.706,100000,897874,2.4748645620197056,2000,2000,0.0,,131.775,118.448,
episode,5040.81574883312,900491,5850,0.7058396066666667,100000,898365,2.5063832936137915,2000,2000,0.0,251.2250005096934,121.68,104.32,256
episode,5072.0197127501015,905712,5900,0.70413408,100000,903586,2.472192381709814,2000,2000,0.0,208.17185184154084,104.42,90.56,256
env_step,5097.843563874951,910000,5932,0.7027333333333333,100000,907874,2.3236653256714344,2000,2000,,,,,
episode,5111.875212291954,912311,5950,0.7019784066666667,100000,910185,2.4202140520513056,2000,2000,0.0,276.62270460479454,131.98,122.24,256
episode,5147.247069917154,917961,6000,0.7001327399999999,100000,915835,2.3929417811334135,2000,2000,0.0,230.37880129101694,113.0,102.4,256
env_step,5160.080346124945,920000,6016,0.6994666666666667,100000,917874,2.437326693683863,2000,2000,,,,,
episode,5185.6445458331145,924229,6050,0.6980851933333334,100000,922103,2.3855688999891282,2000,2000,0.0,259.53846790860155,125.36,107.52,256
env_step,5222.823857916985,930000,6095,0.6961999999999999,100000,927874,2.499137549191713,2000,2000,,,,,
episode,5225.858277166961,930500,6100,0.6960366666666666,100000,928374,2.522432872444391,2000,2000,0.0,259.97306116322716,125.42,119.04,256
episode,5261.637066625059,936603,6150,0.6940430200000001,100000,934477,2.55142581269145,2000,2000,0.0,250.80060411840364,122.06,115.2,256
env_step,5282.1740424579475,940000,6177,0.6929333333333334,100000,937874,2.415771426230669,2000,2000,,,,,
episode,5298.585104458034,942744,6200,0.69203696,100000,940618,2.483534676104784,2000,2000,0.0,255.66659944037113,122.82,115.2,256
episode,5334.91589954216,948726,6250,0.69008284,100000,946600,2.5124311321675776,2000,2000,0.0,246.18630245817909,119.64,107.52,256
env_step,5342.569301417097,950000,6261,0.6896666666666667,100000,947874,2.456410973638296,2000,2000,,,,,
episode,5372.718178458046,954862,6300,0.6880784133333333,100000,952736,2.4393254029899833,2000,2000,0.0,254.5499450154413,122.72,112.64,256
