event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
episode,15178.742526957998,300395,2450,0.42924949999999995,100000,298396,6.247512837916613,2000,2000,0.0,288.729025354349,136.92,131.84,256
episode,15503.359102415852,306392,2500,0.4178552,100000,304393,6.485895058900118,2000,2000,0.0,248.48126098020782,119.94,110.08,256
env_step,15697.01995887491,310000,2528,0.41100000000000003,100000,308001,6.404567331939936,2000,2000,,,,,
episode,15824.2634371249,312421,2550,0.40640010000000004,100000,310422,6.497028898149729,2000,2000,0.0,251.40474811068884,120.58,110.72,256
episode,16149.884582040831,318620,2600,0.39462200000000003,100000,316621,6.284193502157927,2000,2000,0.0,258.44388095546077,123.98,108.16,256
env_step,16222.08600224997,320000,2609,0.392,100000,318001,6.257151608735323,2000,2000,,,,,
episode,16478.55449241586,324902,2650,0.3826862,100000,322903,6.467697422862053,2000,2000,0.0,263.98218205966293,125.64,119.04,256
env_step,16741.24946349999,330000,2694,0.373,100000,328001,6.621440996140242,2000,2000,,,,,
episode,16780.784184207907,330765,2700,0.3715465000000001,100000,328766,6.507965600848198,2000,2000,0.0,242.77237294081027,117.26,97.6,256
episode,17125.008424124913,337367,2750,0.3590027000000001,100000,335368,6.387244369715452,2000,2000,0.0,279.2832819650472,132.04,127.36,256
env_step,17265.56313258293,340000,2767,0.354,100000,338001,6.430916043549776,2000,2000,,,,,
episode,17475.24246874987,344079,2800,0.3462499,100000,342080,6.378738273724913,2000,2000,0.0,284.5057757022328,134.24,120.32,256
env_step,17789.50826062495,350000,2846,0.3350000000000001,100000,348001,6.421335301801562,2000,2000,,,,,
greedy_eval,17789.509720832808,350000,2846,0.3350000000000001,100000,348001,6.421335301801562,2000,2000,0.0,,162.508,143.744,
episode,17846.242552999873,350400,2850,0.3342400000000001,100000,348401,6.444068342521787,2000,2000,0.0,265.2658408450109,126.42,119.04,256
episode,18178.145230999915,356690,2900,0.32228900000000005,100000,354691,6.3523727585077285,2000,2000,0.0,265.1529012818109,125.8,112.64,512
env_step,18352.898123499937,360000,2930,0.31600000000000006,100000,358001,6.35234668469429,2000,2000,,,,,
episode,18488.031321750022,362557,2950,0.31114169999999997,100000,360558,6.499953256398439,2000,2000,0.0,243.3663431191895,117.34,99.84,256
episode,18834.95370479091,369086,3000,0.2987366,100000,367087,6.382621730804443,2000,2000,0.0,277.62048688797523,130.58,121.6,256
env_step,18883.307534707943,370000,3009,0.29700000000000004,100000,368001,6.376154913932085,2000,2000,,,,,
episode,19154.808966457844,375362,3050,0.2868122000000001,100000,373363,6.248257870972156,2000,2000,0.0,263.1675349161951,125.52,112.96,256
env_step,19376.557820957853,380000,3086,0.278,100000,378001,6.2880479099452495,2000,2000,,,,,
episode,19457.829882625025,381718,3100,0.2747358000000001,100000,379719,6.216971190109849,2000,2000,0.0,267.59686861144274,127.12,117.12,256
episode,19763.15269279084,388423,3150,0.26199629999999996,100000,386424,6.249830624014139,2000,2000,0.0,283.07367993497763,134.1,122.88,256
env_step,19836.856304790825,390000,3163,0.259,100000,388001,6.280962828949094,2000,2000,,,,,
