event,wall_time_s,env_step,episode,epsilon,buffer_size,train_steps,mean_loss,loss_n_finite,loss_n_total,win_rate_pct,mean_return,mean_ep_len,mean_max_tile,best_max_tile
env_step,46.55617020699992,4610000,29,0.010000000000000009,10000,4606858,1.0801482581347228,2000,2000,,,,,
episode,77.04957756600015,4616444,50,0.010000000000000009,16444,4613302,1.1772423254773021,2000,2000,0.0,858.9569146976206,328.88,381.44,1024
env_step,94.15192436400002,4620000,58,0.010000000000000009,20000,4616858,1.1921886242330075,2000,2000,,,,,
env_step,142.06736870800023,4630000,83,0.010000000000000009,30000,4626858,1.1742463652417063,2000,2000,,,,,
episode,174.29827990700005,4636651,100,0.010000000000000009,36651,4633509,1.1589528004750609,2000,2000,0.0,1075.762141137509,404.14,485.12,1024
env_step,190.8285822050002,4640000,107,0.010000000000000009,40000,4636858,1.2142812030166388,2000,2000,,,,,
env_step,240.09039600799997,4650000,130,0.010000000000000009,50000,4646858,1.12526457208395,2000,2000,,,,,
episode,276.7007732709999,4657307,150,0.010000000000000009,57307,4654165,1.146145449027419,2000,2000,0.0,1099.6704094420702,413.12,512.0,1024
env_step,290.35797057900027,4660000,155,0.010000000000000009,60000,4656858,1.1868059175014496,2000,2000,,,,,
env_step,341.2074616550003,4670000,186,0.010000000000000009,70000,4666858,1.1553853097707034,2000,2000,,,,,
episode,380.1766172490002,4677616,200,0.010000000000000009,77616,4674474,1.1643100626319647,2000,2000,0.0,1085.782294349635,406.18,449.28,1024
env_step,392.6181660289999,4680000,206,0.010000000000000009,80000,4676858,1.1289705068990588,2000,2000,,,,,
env_step,445.00918078199993,4690000,231,0.010000000000000009,90000,4686858,1.1503433270454406,2000,2000,,,,,
episode,490.0914133450001,4698560,250,0.010000000000000009,98560,4695418,1.2157792140245438,2000,2000,0.0,1116.9443067531656,418.88,485.12,1024
env_step,497.6980034840003,4700000,253,0.010000000000000009,100000,4696858,1.236133735343814,2000,2000,,,,,
env_step,550.4309886010001,4710000,278,0.010000000000000009,100000,4706858,1.2251982610225678,2000,2000,,,,,
env_step,603.7724489410002,4720000,298,0.010000000000000009,100000,4716858,1.149470947444439,2000,2000,,,,,
episode,607.7127382009999,4720754,300,0.010000000000000009,100000,4717612,1.1226469958424568,2000,2000,2.0,1191.7618618373426,443.88,542.72,2048
env_step,656.98520813,4730000,317,0.010000000000000009,100000,4726858,1.1525778943449259,2000,2000,,,,,
env_step,709.8047461000001,4740000,340,0.010000000000000009,100000,4736858,1.1029197354763747,2000,2000,,,,,
episode,734.8398186520003,4744734,350,0.010000000000000009,100000,4741592,1.1544667087495326,2000,2000,0.0,1288.9162468084253,479.6,567.04,1024
env_step,762.7198682190001,4750000,361,0.010000000000000009,100000,4746858,1.1685243856161833,2000,2000,,,,,
env_step,815.9499622180001,4760000,384,0.010000000000000009,100000,4756858,1.179578607454896,2000,2000,,,,,
episode,853.3807897880001,4766931,400,0.010000000000000009,100000,4763789,1.1148527959138155,2000,2000,0.0,1187.6324162602875,443.94,494.08,1024
env_step,869.7337736280001,4770000,407,0.010000000000000009,100000,4766858,1.1427673287838698,2000,2000,,,,,
env_step,923.2218915900003,4780000,428,0.010000000000000009,100000,4776858,1.125132168531418,2000,2000,,,,,
episode,976.2281074759999,4789863,450,0.010000000000000009,100000,4786721,1.0957764613777399,2000,2000,0.0,1235.3266363523205,458.64,574.72,1024
env_step,976.9861116420002,4790000,450,0.010000000000000009,100000,4786858,1.0873061135709285,2000,2000,,,,,
env_step,1030.267218001,4800000,467,0.010000000000000009,100000,4796858,1.0449638770222665,2000,2000,,,,,
env_step,1083.216367179,4810000,487,0.010000000000000009,100000,4806858,1.0464089544415474,2000,2000,,,,,
